prova000,EL60225,,REFCELL_MEDX,0.0533522,2023-12-22 14:21:01,User,prova,1,pippo,10.9,36.14335415533288,7.5777695528462505,201.57523963086933,28.52624812103789,7.066307450442777,13.699999809265137,7.4618940353393555,73.59822453874675,1012.7611387322479,0.12216681241989136,0.13768801093101501,0.7046166062355042,137.90846252441406,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,46443,2014-04-09 09:03:36,,0.0
prova002,EL60225,,REFCELL_MEDX,0.0533522,2023-12-22 14:30:47,User,prova,1,pippo,11.07,36.15912379370297,7.5804494061635435,201.76896984169736,28.538228101299723,7.070129551333572,13.699999809265137,7.461791038513184,73.61079785970665,1011.2888983432557,0.12228422611951828,0.13782033324241638,0.7038753628730774,131.91810607910156,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,46443,2014-04-09 09:03:36,,0.0
prova0002,EL60225,,REFCELL_MEDX,0.0533522,2023-12-22 14:31:39,User,prova,1,pippo,11.01,36.15112804073904,7.576230930399028,201.54395587868262,28.44310239670055,7.085864019603645,13.699999809265137,7.464601516723633,73.58591955824355,1006.504117079031,0.12214785069227219,0.13766662776470184,0.7020158171653748,141.72239685058594,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,46443,2014-04-09 09:03:36,,0.0
prova0003,EL60225,,REFCELL_MEDX,0.0533522,2023-12-22 14:38:17,User,prova,1,pippo,11.1,36.15905297161527,7.5808972956916945,201.61278842966868,28.528556220173787,7.0670519346891965,13.699999809265137,7.463337421417236,73.54961703876519,1011.2888983432557,0.12218956649303436,0.13771365582942963,0.7025922536849976,134.92062377929688,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,46443,2014-04-09 09:03:36,,0.0
prova0004,EL60225,,REFCELL_MEDX,0.0533522,2023-12-22 14:47:26,User,prova,1,pippo,11.19,36.17074558772865,7.580637013996693,201.6840950844652,28.527585141608647,7.0697920655856965,13.699999809265137,7.461396217346191,73.55437138188945,1011.2888983432557,0.12223278731107712,0.13776236772537231,0.7039932608604431,133.06317138671875,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,46443,2014-04-09 09:03:36,,0.0
prova00085,EL60225,,REFCELL_MEDX,0.0533522,2023-12-22 14:48:44,User,prova,1,pippo,11.17,36.16671929278509,7.5805169905521215,201.67681575315243,28.510629185114368,7.073741320954416,13.699999809265137,7.462138652801514,73.56106950389007,1009.4485978570153,0.12222837656736374,0.13775739073753357,0.7035374641418457,133.48593139648438,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,46443,2014-04-09 09:03:36,,0.0
prova0006,EL60225,,REFCELL_MEDX,0.0533522,2023-01-22 14:51:24,User,prova,1,pippo,11.08,36.15057383782584,7.581327866791,201.59271601285033,28.525488996567223,7.067108158500285,13.699999809265137,7.464158058166504,73.5553661604048,1011.2888983432557,0.12217740714550018,0.1376999467611313,0.7031496167182922,133.2105255126953,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,46443,2014-04-09 09:03:36,,0.0
prova_Automatico 46,EL60225,,REFCELL_MEDX,0.0533522,2023-12-20 17:12:26,User,prova,1,pippo,11.38,36.145063469842825,7.576234277952078,201.35354395746998,28.425470846922256,7.083560551795446,13.699999809265137,7.457207202911377,73.52870046934306,1009.8166579542635,0.12203244864940643,0.13753657042980194,0.7047243118286133,133.963623046875,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,46443,2014-04-09 09:03:36,,0.0
prova_Automatico 38,EL60225,,REFCELL_MEDX,0.0533522,2023-12-20 15:56:15,User,prova,1,pippo,11.25,36.11576098262708,7.575918255451896,201.25661918666387,28.509136273893628,7.0593727306624325,13.699999809265137,7.4597954750061035,73.55600316060011,1010.1847180515116,0.12197370827198029,0.13747036457061768,0.7040257453918457,134.51077270507812,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,46443,2014-04-09 09:03:36,,0.0
prova_Automatico 37,EL60225,,REFCELL_MEDX,0.0533522,2023-12-20 15:49:59,User,prova,1,pippo,11.34,36.12744769101511,7.575510379040883,201.31342456984103,28.537263289528447,7.054405411177308,13.699999809265137,7.4536967277526855,73.55692377450823,1011.2888983432557,0.12200813740491867,0.13750916719436646,0.7033774256706238,133.09104919433594,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,46443,2014-04-09 09:03:36,,0.0
